,Date,AAPL,ABBV,ABT,AMZN,ASML,AVGO,BABA,BHP,EDU,GOOG,GOOGL,LLY,MRK,MSFT,NVO,NVS,TSLA,UNH,UPS,V,WFC,WMT
0,2021-06-02,124.08499908447266,111.48250007629395,106.99149856567382,3226.3939697265623,665.3725067138672,473.2625,218.75649948120116,77.15799980163574,10.367750024795532,2423.896032714844,2378.150524902344,199.77000045776367,75.70300102233887,247.21699752807618,79.61050186157226,88.98399963378907,607.4595031738281,408.6585006713867,213.86999893188477,230.3480010986328,46.63099994659424,141.51550064086913
