,Date,AAPL,ABBV,ABT,AMZN,ASML,AVGO,BABA,BHP,GOOG,GOOGL,LLY,MRK,MSFT,NVO,NVS,TSLA,UNH,UPS,V,WFC,WMT
0,2021-06-02,123.29549865722656,111.96450004577636,106.50399818420411,3228.606970214844,666.2315124511719,471.0979995727539,219.51699981689453,77.76450080871582,2420.330517578125,2377.6285034179687,200.33250045776367,75.88150062561036,247.397998046875,79.3560001373291,88.49850120544434,623.2910064697265,408.9070022583008,212.9640007019043,231.0430000305176,46.69249954223633,140.83950119018556
